respondent_id,consent_given,consent_date,first_name,last_name,id_number,date_of_birth,gender,nationality,south_african_citizen,mobile_number,email,whatsapp_number,township,ward_number,suburb,gps_latitude,gps_longitude,highest_qualification,education_level_code,field_of_study,nqf_level,digital_literacy_level,currently_employed,employment_status,months_unemployed,seeking_work,previous_job_title,previous_sector,preferred_sector,preferred_job_type,has_smartphone,has_internet_access,transport_mode,willing_to_relocate,training_interest,preferred_training_area,household_size,household_income_band,grant_recipient,disability_status,disability_type,available_start_date,survey_date,surveyor_name,source_channel,source_file_name,validation_errors,validation_status
2015e49d-7399-456a-addf-9d500daa8e9a,True,2026-06-01,Lungile,Mogale,8015313800077,1999-05-31,Female,South African,True,629642042,lungile.mogale117@example.com,881212671,Diepsloot,59,Zola,-26.336147,27.806708,Diploma,NQF,Hospitality,8,Basic,False,Unemployed,53,True,Data Capturer,Education,ICT,Permanent,False,False,Train,False,False,Hospitality,7,R3500-R7500,True,True,Hearing,2026-07-01,2026-06-14,A Khumalo,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
0cdef432-959d-4199-8b27-b90c6efb1177,True,2026-06-01,Thabo,Baloyi,9757032267387,1989-06-17,Female,South African,True,845511246,thabo.baloyi118@example.com,621433954,Vosloorus,91,Jabulani,-26.064692,27.740252,Diploma,NQF,IT,8,Intermediate,True,Employed,0,False,Driver,Logistics,Finance,Contract,False,False,Train,True,False,Hospitality,6,R3500-R7500,True,True,,2026-07-01,2026-06-14,A Khumalo,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
7b3eeaf6-1a9e-4819-a434-4007bdcbbc3c,True,2026-06-01,Neo,Mogale,9737306945194,1995-06-14,Male,South African,True,614976831,neo.mogale119@example.com,633729913,Diepsloot,46,Jabulani,-26.082846,27.842122,Bachelor Degree,NQF,Marketing,5,Basic,True,Employed,0,False,Data Capturer,ICT,Logistics,Contract,True,False,Train,True,False,IT,6,>R15000,True,False,,2026-07-01,2026-06-14,L Dlamini,Google Form,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
e2496e1b-d2b0-44d8-9855-c878e9c8f4ef,True,2026-06-01,Zanele,Mahlangu,9730156601878,1994-05-24,Male,South African,True,701726652,zanele.mahlangu120@example.com,840888341,Vosloorus,43,Meadowlands,-26.301151,27.765092,Diploma,NQF,Engineering,4,Basic,True,Employed,0,False,Sales Assistant,Education,Finance,Part-Time,True,True,Taxi,True,False,Engineering,7,<R3500,False,False,Physical,2026-07-01,2026-06-14,M Moloi,WhatsApp,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
605e2319-3d49-4810-859e-be1bf1dc1236,True,2026-06-01,Mpho,Mthembu,8877478554512,1990-07-19,Female,South African,True,604241603,mpho.mthembu121@example.com,710814874,Alexandra,10,Orlando,-26.261588,28.056355,Bachelor Degree,NQF,Hospitality,8,Intermediate,False,Unemployed,60,True,Data Capturer,Finance,ICT,Permanent,True,False,Walk,False,False,IT,2,R3500-R7500,True,True,,2026-07-01,2026-06-14,A Khumalo,WhatsApp,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
d9d3b912-7bcc-4eda-a4c8-f87055ab76bc,True,2026-06-01,Zanele,Khumalo,8434461769924,2006-12-03,Female,South African,True,651384097,zanele.khumalo122@example.com,698624262,Vosloorus,36,Orlando,-26.367201,28.006166,Bachelor Degree,NQF,Business,8,Advanced,True,Employed,0,False,Call Centre Agent,Logistics,Retail,Permanent,False,True,Train,True,True,Engineering,10,R3500-R7500,True,True,,2026-07-01,2026-06-14,A Khumalo,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
3082011e-41bc-4bfd-98af-4003b6190bb7,True,2026-06-01,Lerato,Khumalo,9351967505403,1991-01-24,Male,South African,True,681613498,lerato.khumalo123@example.com,833161154,Orange Farm,114,Pimville,-26.166246,28.040097,Diploma,NQF,Finance,5,Intermediate,True,Employed,0,False,Call Centre Agent,Logistics,Manufacturing,Part-Time,True,True,Own Car,True,False,Finance,3,>R15000,False,False,,2026-07-01,2026-06-14,T Nkosi,Community Drive,job_seeker.csv,['TOWNSHIP_VALID'],REJECTED
b06e6340-868b-43c2-813c-3d6c0e4620fe,True,2026-06-01,Ayanda,Mahlangu,9652270148666,1988-07-22,Female,South African,True,686372534,ayanda.mahlangu124@example.com,690083857,Tembisa,113,Zola,-26.362644,27.775097,Certificate,NQF,Marketing,8,Advanced,True,Employed,0,False,Call Centre Agent,Retail,Manufacturing,Part-Time,False,True,Train,False,True,Marketing,5,R7501-R15000,False,True,Visual,2026-07-01,2026-06-14,A Khumalo,WhatsApp,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
c97c970d-6264-422a-b7dd-912c8828b33c,True,2026-06-01,Ayanda,Dlamini,8770241527685,2000-06-10,Male,South African,True,894110273,ayanda.dlamini125@example.com,737162475,Soweto,44,Pimville,-26.372867,28.0706,Bachelor Degree,NQF,Marketing,5,Basic,False,Unemployed,53,True,Call Centre Agent,Logistics,Logistics,Permanent,True,False,Own Car,False,False,Education,9,R7501-R15000,False,True,Physical,2026-07-01,2026-06-14,T Nkosi,Google Form,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
b179b3af-9640-40bf-b92a-ea5c4dd5d780,True,2026-06-01,Neo,Mokoena,8513714391855,1980-01-16,Male,South African,True,845458070,neo.mokoena126@example.com,813869759,Orange Farm,47,Pimville,-26.214051,27.944238,Matric,NQF,Finance,7,Intermediate,True,Employed,0,False,General Worker,Retail,Manufacturing,Part-Time,False,True,Bus,False,False,Finance,3,R3500-R7500,True,False,Physical,2026-07-01,2026-06-14,L Dlamini,Community Drive,job_seeker.csv,['TOWNSHIP_VALID'],REJECTED
8ab418d1-c780-437c-bb4a-46b29f5f71ba,True,2026-06-01,Lungile,Mahlangu,9271277324968,1992-04-26,Male,South African,True,691228760,lungile.mahlangu127@example.com,848288547,Tembisa,122,Jabulani,-26.346111,27.986858,Diploma,NQF,Business,8,Intermediate,True,Employed,0,False,General Worker,Manufacturing,Education,Part-Time,False,True,Bus,False,True,Education,8,<R3500,False,False,Physical,2026-07-01,2026-06-14,L Dlamini,Google Form,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
91c10ae7-ad2b-4c36-8e79-c49b8451ff02,True,2026-06-01,Sibusiso,Khumalo,9168367980083,1994-05-06,Male,South African,True,807663666,sibusiso.khumalo129@example.com,800690405,Katlehong,44,Orlando,-26.022599,27.820398,Honours,NQF,Engineering,4,Intermediate,False,Unemployed,35,True,Driver,Manufacturing,Logistics,Contract,True,True,Bus,False,False,Education,5,>R15000,True,True,Visual,2026-07-01,2026-06-14,L Dlamini,Google Form,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
a20f1d68-9583-4c01-94ef-474632853fa0,True,2026-06-01,Nandi,Dlamini,9813335415190,1993-05-30,Male,South African,True,641821951,nandi.dlamini130@example.com,847836165,Soweto,81,Jabulani,-26.318944,27.703846,Bachelor Degree,NQF,Education,8,Basic,False,Unemployed,22,True,Data Capturer,ICT,Finance,Part-Time,False,False,Own Car,True,True,Engineering,10,>R15000,True,False,,2026-07-01,2026-06-14,A Khumalo,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
36693b65-26db-4f0b-9613-504ceb564faf,True,2026-06-01,Karabo,Mahlangu,9851814944387,1991-11-08,Female,South African,True,887715140,karabo.mahlangu131@example.com,779604797,Tembisa,118,Zola,-26.289672,28.085992,Certificate,NQF,Business,5,Basic,True,Employed,0,False,Call Centre Agent,Education,Finance,Contract,True,False,Bus,False,False,Business,1,R7501-R15000,False,False,Hearing,2026-07-01,2026-06-14,L Dlamini,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
5f65fd94-12b9-45d6-a2d0-4f9c6a14331c,True,2026-06-01,Zanele,Ndlovu,9085543576435,2004-02-02,Female,South African,True,626246356,zanele.ndlovu132@example.com,799549551,Orange Farm,62,Zola,-26.003158,27.87668,Diploma,NQF,Marketing,7,Advanced,False,Unemployed,26,True,Cashier,Finance,Retail,Part-Time,True,True,Walk,True,True,Marketing,1,R3500-R7500,True,True,Physical,2026-07-01,2026-06-14,L Dlamini,Google Form,job_seeker.csv,['TOWNSHIP_VALID'],REJECTED
cb6144d9-30de-434e-91ba-7a568fe5a14b,True,2026-06-01,Nandi,Mahlangu,9617626918006,1991-05-07,Female,South African,True,623056483,nandi.mahlangu133@example.com,845347508,Tembisa,123,Pimville,-26.362063,28.020167,Certificate,NQF,Marketing,8,Advanced,True,Employed,0,False,Driver,Manufacturing,Finance,Contract,True,False,Own Car,True,True,Marketing,10,<R3500,True,True,Visual,2026-07-01,2026-06-14,A Khumalo,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
94d42950-d416-47a4-9314-3123356585f3,True,2026-06-01,Nomsa,Mabena,9327544014222,1986-01-18,Male,South African,True,621110927,nomsa.mabena134@example.com,615889855,Diepsloot,31,Zola,-26.171023,27.893634,Certificate,NQF,Hospitality,5,Advanced,True,Employed,0,False,General Worker,Manufacturing,Education,Permanent,True,False,Train,False,True,Marketing,1,R3500-R7500,True,True,Hearing,2026-07-01,2026-06-14,L Dlamini,WhatsApp,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
0ff7cde0-73c0-4359-8356-48e6f2aec07a,True,2026-06-01,Lungile,Mokoena,9014667313158,1993-10-13,Female,South African,True,855605778,lungile.mokoena135@example.com,685645826,Orange Farm,74,Orlando,-26.25837,28.061133,Bachelor Degree,NQF,IT,5,Basic,True,Employed,0,False,Driver,Education,Finance,Part-Time,False,False,Own Car,False,True,Business,7,<R3500,False,False,Physical,2026-07-01,2026-06-14,T Nkosi,Google Form,job_seeker.csv,"['TOWNSHIP_VALID', 'SA_ID_LUHN_VALID']",REJECTED
228f4c2f-3971-4885-9cf7-7c842ac56acc,True,2026-06-01,Sipho,Masilela,9646041701347,2002-05-30,Female,South African,True,713682452,sipho.masilela137@example.com,600016918,Tembisa,53,Meadowlands,-26.18368,27.714313,Matric,NQF,Education,6,Advanced,False,Unemployed,16,True,Cashier,Manufacturing,ICT,Contract,False,False,Walk,True,True,Education,6,<R3500,True,False,Physical,2026-07-01,2026-06-14,M Moloi,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
544ebb74-8839-48af-ab94-4720eba0321d,True,2026-06-01,Zanele,Mokoena,8607476478672,2003-01-07,Female,South African,True,816277546,zanele.mokoena138@example.com,623453921,Soweto,76,Dobsonville,-26.238754,28.02135,Bachelor Degree,NQF,Finance,7,Advanced,False,Unemployed,41,True,Call Centre Agent,Education,Manufacturing,Permanent,True,False,Own Car,False,False,Business,1,R7501-R15000,False,False,Physical,2026-07-01,2026-06-14,T Nkosi,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
746c0c9a-3860-404e-8b96-3bd436430579,True,2026-06-01,Sibusiso,Molefe,8958924110986,1991-12-21,Female,South African,True,815681255,sibusiso.molefe140@example.com,638287180,Vosloorus,114,Jabulani,-26.0138,27.945437,Matric,NQF,Finance,5,Basic,True,Employed,0,False,Administrator,Finance,Finance,Permanent,True,False,Train,True,True,Education,1,>R15000,True,False,Hearing,2026-07-01,2026-06-14,L Dlamini,Google Form,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
609128cd-6674-4111-9806-c7abf0cff19a,True,2026-06-01,Neo,Ndlovu,8682772164710,1981-04-21,Male,South African,True,836073337,neo.ndlovu141@example.com,707406262,Soweto,66,Pimville,-26.133046,28.045835,Diploma,NQF,Education,4,Basic,False,Unemployed,9,True,General Worker,Manufacturing,Logistics,Permanent,False,False,Walk,False,False,Education,5,R3500-R7500,True,False,,2026-07-01,2026-06-14,L Dlamini,Google Form,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
426cacbe-c5ec-4b06-bd00-80a86db85d24,True,2026-06-01,Lungile,Molefe,8432566255804,1988-08-12,Female,South African,True,775826762,lungile.molefe142@example.com,677784575,Orange Farm,5,Protea Glen,-26.223761,28.097315,Honours,NQF,Education,5,Advanced,True,Employed,0,False,Sales Assistant,Finance,ICT,Permanent,False,True,Taxi,True,True,Marketing,10,R7501-R15000,True,True,,2026-07-01,2026-06-14,A Khumalo,Google Form,job_seeker.csv,"['TOWNSHIP_VALID', 'SA_ID_LUHN_VALID']",REJECTED
3fb4a28c-dfc7-4a9d-a41c-de88fb150f9e,True,2026-06-01,Mpho,Mogale,8893542433058,1993-10-03,Male,South African,True,737486167,mpho.mogale143@example.com,820854237,Vosloorus,67,Pimville,-26.172774,27.7355,Honours,NQF,IT,6,Basic,False,Unemployed,15,True,Call Centre Agent,Education,Education,Part-Time,True,True,Walk,False,False,Education,1,R3500-R7500,False,False,Hearing,2026-07-01,2026-06-14,A Khumalo,WhatsApp,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
0bf1c816-7709-43bd-9bc7-867daebe39e4,True,2026-06-01,Thabo,Mabena,8679789885423,2007-03-04,Male,South African,True,634600963,thabo.mabena144@example.com,837832317,Katlehong,7,Zola,-26.129785,27.915523,Diploma,NQF,Engineering,7,Intermediate,True,Employed,0,False,Sales Assistant,Retail,ICT,Part-Time,False,True,Taxi,True,False,Business,5,R7501-R15000,False,True,Visual,2026-07-01,2026-06-14,L Dlamini,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
30b64c1a-a4e8-4c23-b871-ddaba7a7a069,True,2026-06-01,Mpho,Ndlovu,8490214012214,2005-04-09,Female,South African,True,620166143,mpho.ndlovu145@example.com,856402913,Katlehong,47,Dobsonville,-26.110841,27.809538,Honours,NQF,IT,4,Basic,True,Employed,0,False,Cashier,Logistics,ICT,Contract,True,False,Bus,False,True,Engineering,6,R3500-R7500,False,False,Physical,2026-07-01,2026-06-14,M Moloi,WhatsApp,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
340b5dce-c59c-4437-89ae-e66d03541c43,True,2026-06-01,Sipho,Mahlangu,8725507195797,1987-04-24,Male,South African,True,734750756,sipho.mahlangu146@example.com,712781577,Alexandra,25,Orlando,-26.015701,28.013644,Matric,NQF,Engineering,5,Intermediate,False,Unemployed,50,True,Sales Assistant,Education,Retail,Part-Time,True,True,Own Car,True,False,Finance,6,>R15000,False,False,,2026-07-01,2026-06-14,T Nkosi,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
3a084766-ff27-4f38-941b-419da55c01ae,True,2026-06-01,Sibusiso,Masilela,8451904155874,1980-08-26,Female,South African,True,824545807,sibusiso.masilela147@example.com,756775211,Soweto,101,Protea Glen,-26.144321,27.82425,Bachelor Degree,NQF,IT,5,Intermediate,False,Unemployed,33,True,Cashier,Finance,Retail,Part-Time,True,False,Own Car,True,False,Engineering,10,R3500-R7500,True,False,Hearing,2026-07-01,2026-06-14,T Nkosi,WhatsApp,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
5ef9048b-b0d7-4704-ab7c-baa80c22884b,True,2026-06-01,Nandi,Ndlovu,8479505448724,1994-12-30,Female,South African,True,804672776,nandi.ndlovu148@example.com,641370279,Orange Farm,103,Zola,-26.075549,27.88292,Honours,NQF,Marketing,7,Intermediate,True,Employed,0,False,Sales Assistant,Manufacturing,Logistics,Part-Time,True,False,Bus,True,False,Engineering,8,<R3500,True,False,,2026-07-01,2026-06-14,L Dlamini,Google Form,job_seeker.csv,"['TOWNSHIP_VALID', 'SA_ID_LUHN_VALID']",REJECTED
158b78bc-71e9-4c45-9242-48d3ddd30121,True,2026-06-01,Neo,Baloyi,9187737485115,1998-06-30,Female,South African,True,609852326,neo.baloyi149@example.com,710894547,Diepsloot,93,Protea Glen,-26.002314,27.91565,Bachelor Degree,NQF,Marketing,8,Advanced,False,Unemployed,46,True,Driver,ICT,Logistics,Permanent,False,True,Bus,False,False,Engineering,8,<R3500,False,False,Physical,2026-07-01,2026-06-14,A Khumalo,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
4c065ce6-a9fb-4123-8d0a-2c6e600ad35f,True,2026-06-01,Zanele,Dlamini,9637356799085,1999-08-16,Male,South African,True,771573394,zanele.dlamini150@example.com,899706947,Orange Farm,6,Orlando,-26.149506,27.722746,Matric,NQF,Education,6,Advanced,True,Employed,0,False,Cashier,Manufacturing,Manufacturing,Part-Time,False,False,Own Car,True,True,IT,7,<R3500,False,True,Physical,2026-07-01,2026-06-14,T Nkosi,Community Drive,job_seeker.csv,"['TOWNSHIP_VALID', 'SA_ID_LUHN_VALID']",REJECTED
c6eaf3d8-9105-4280-ba4c-96ae592b172e,True,2026-06-01,Mpho,Mahlangu,8683135203162,2001-09-04,Female,South African,True,632152408,mpho.mahlangu152@example.com,828479935,Diepsloot,117,Pimville,-26.071687,27.703477,Certificate,NQF,IT,6,Intermediate,True,Employed,0,False,Call Centre Agent,Manufacturing,Education,Part-Time,False,True,Walk,True,False,Business,10,<R3500,True,False,,2026-07-01,2026-06-14,M Moloi,WhatsApp,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
83f28798-0909-470f-86ad-bf2aa6c4e8e3,True,2026-06-01,Kagiso,Nkosi,9553993371229,2003-03-19,Female,South African,True,723849237,kagiso.nkosi153@example.com,682675130,Vosloorus,128,Orlando,-26.142081,27.791116,Diploma,NQF,Business,7,Basic,False,Unemployed,48,True,Cashier,Logistics,Retail,Part-Time,False,False,Taxi,False,False,Engineering,2,<R3500,True,False,,2026-07-01,2026-06-14,T Nkosi,WhatsApp,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
3f3f2392-5817-4a22-a500-486434ea809e,True,2026-06-01,Lerato,Mokoena,8419603332569,1994-02-20,Female,South African,True,685175646,lerato.mokoena154@example.com,858511228,Alexandra,86,Protea Glen,-26.224062,27.874169,Diploma,NQF,Finance,7,Advanced,True,Employed,0,False,Administrator,Finance,Education,Permanent,True,True,Taxi,False,False,IT,3,<R3500,True,True,,2026-07-01,2026-06-14,T Nkosi,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
c9570caf-a2d0-414b-a410-b92a9770d1cf,True,2026-06-01,Lerato,Mokoena,8533477933133,1988-04-06,Male,South African,True,686864853,lerato.mokoena155@example.com,687444633,Katlehong,84,Orlando,-26.094846,27.715564,Honours,NQF,Education,8,Basic,True,Employed,0,False,Driver,ICT,Manufacturing,Permanent,True,True,Train,False,True,Business,9,R3500-R7500,False,False,,2026-07-01,2026-06-14,A Khumalo,WhatsApp,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
f587a4bd-e9b9-4148-b249-e6cca45c98af,True,2026-06-01,Zanele,Khumalo,8147844594208,1998-05-05,Male,South African,True,676035026,zanele.khumalo156@example.com,670283185,Tembisa,43,Zola,-26.376272,27.757289,Diploma,NQF,IT,6,Basic,False,Unemployed,56,True,General Worker,Manufacturing,Finance,Part-Time,True,True,Bus,True,True,Education,3,<R3500,True,True,Physical,2026-07-01,2026-06-14,M Moloi,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
767b4a7d-0261-478d-a93d-346e52e8e2cc,True,2026-06-01,Zanele,Mabena,8718068249447,1996-04-04,Female,South African,True,728852508,zanele.mabena157@example.com,772622623,Alexandra,127,Pimville,-26.108208,27.831377,Diploma,NQF,Finance,6,Intermediate,False,Unemployed,17,True,Data Capturer,Education,Manufacturing,Permanent,True,False,Walk,True,False,Education,5,>R15000,False,True,,2026-07-01,2026-06-14,T Nkosi,Google Form,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
32771da8-63b3-40dc-bad4-38a95b93540b,True,2026-06-01,Tumelo,Dlamini,9270208583255,1999-05-19,Male,South African,True,885708921,tumelo.dlamini158@example.com,610139579,Alexandra,3,Dobsonville,-26.274207,28.054652,Honours,NQF,Education,7,Intermediate,False,Unemployed,46,True,Administrator,Retail,Finance,Contract,False,False,Taxi,True,True,Hospitality,8,R7501-R15000,False,True,Physical,2026-07-01,2026-06-14,T Nkosi,WhatsApp,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
95d77119-1139-40b9-87bb-de2055a2520b,True,2026-06-01,Karabo,Baloyi,8008898423677,1998-09-17,Female,South African,True,793913603,karabo.baloyi159@example.com,782248648,Vosloorus,13,Pimville,-26.025575,28.030217,Bachelor Degree,NQF,Finance,5,Basic,True,Employed,0,False,Driver,ICT,ICT,Contract,False,False,Taxi,True,False,Education,4,R3500-R7500,True,False,Visual,2026-07-01,2026-06-14,A Khumalo,WhatsApp,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
4b1811d8-52c1-4a02-9b93-ca1731f156fc,True,2026-06-01,Sibusiso,Mokoena,9113648300960,2003-05-21,Male,South African,True,765515951,sibusiso.mokoena160@example.com,834192116,Alexandra,117,Zola,-26.096879,27.968648,Certificate,NQF,Marketing,7,Intermediate,False,Unemployed,24,True,Administrator,Education,ICT,Part-Time,False,True,Taxi,True,False,IT,4,R3500-R7500,True,True,Visual,2026-07-01,2026-06-14,T Nkosi,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
fed3c1f1-9a9b-4592-a016-50e7af48293c,True,2026-06-01,Nomsa,Mthembu,8907113150087,1989-07-20,Female,South African,True,766570198,nomsa.mthembu161@example.com,829026760,Diepsloot,112,Dobsonville,-26.19971,27.970427,Diploma,NQF,Education,6,Intermediate,False,Unemployed,13,True,Cashier,ICT,Finance,Contract,True,True,Bus,True,True,Finance,5,<R3500,False,False,,2026-07-01,2026-06-14,M Moloi,Google Form,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
313cd4a3-b016-4201-b902-01b35cf3d422,True,2026-06-01,Thabo,Mokoena,9115947950045,1982-04-22,Female,South African,True,834168552,thabo.mokoena162@example.com,765446672,Soweto,46,Zola,-26.182347,27.804918,Matric,NQF,IT,8,Advanced,False,Unemployed,31,True,Driver,Finance,Education,Permanent,False,False,Own Car,False,True,IT,1,<R3500,True,True,Physical,2026-07-01,2026-06-14,T Nkosi,Google Form,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
b69de40c-b180-44d4-a2ef-82cc262a25bf,True,2026-06-01,Kagiso,Mthembu,8555681760449,1983-08-03,Male,South African,True,871447190,kagiso.mthembu163@example.com,808092391,Tembisa,65,Zola,-26.230506,28.074229,Diploma,NQF,Engineering,5,Advanced,True,Employed,0,False,Sales Assistant,Manufacturing,Retail,Contract,False,True,Taxi,False,False,IT,3,R7501-R15000,True,False,Hearing,2026-07-01,2026-06-14,L Dlamini,Google Form,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
35b23620-7374-496a-a8b6-800544bdbf51,True,2026-06-01,Nomsa,Mahlangu,9763145815701,2004-09-21,Male,South African,True,661492550,nomsa.mahlangu164@example.com,668132991,Tembisa,110,Protea Glen,-26.211284,27.829672,Matric,NQF,Hospitality,5,Advanced,False,Unemployed,59,True,Call Centre Agent,Manufacturing,ICT,Contract,True,False,Own Car,False,False,IT,8,>R15000,True,False,Hearing,2026-07-01,2026-06-14,T Nkosi,Google Form,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
cc22752f-b98d-4ebf-9f15-ff8d4abb3496,True,2026-06-01,Kagiso,Baloyi,8811660562364,1988-07-25,Female,South African,True,630346549,kagiso.baloyi165@example.com,896255904,Alexandra,27,Jabulani,-26.319848,28.066656,Honours,NQF,Education,4,Advanced,False,Unemployed,16,True,Driver,Education,Manufacturing,Part-Time,False,False,Train,True,True,Business,1,R7501-R15000,False,False,Visual,2026-07-01,2026-06-14,T Nkosi,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
c1746784-55a4-4944-a7cf-8bc10e409749,True,2026-06-01,Mpho,Mthembu,8991770312607,2001-09-26,Female,South African,True,620435777,mpho.mthembu166@example.com,729037448,Tembisa,72,Orlando,-26.163179,28.086817,Certificate,NQF,Hospitality,4,Advanced,True,Employed,0,False,General Worker,Manufacturing,Logistics,Contract,True,True,Taxi,True,True,Engineering,9,R7501-R15000,True,False,Visual,2026-07-01,2026-06-14,A Khumalo,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
25d2691d-c2d8-49a1-a67f-303faf6bb44e,True,2026-06-01,Sipho,Khumalo,8988844254219,1984-08-12,Female,South African,True,793984982,sipho.khumalo167@example.com,674096229,Soweto,101,Orlando,-26.387267,27.764766,Diploma,NQF,Education,6,Advanced,False,Unemployed,37,True,Call Centre Agent,ICT,Manufacturing,Permanent,False,False,Own Car,True,False,Education,5,<R3500,False,False,Visual,2026-07-01,2026-06-14,T Nkosi,Google Form,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
339ccbea-7300-4a38-8c53-5a5e7f73d6a4,True,2026-06-01,Nandi,Dlamini,8645496717647,2003-11-19,Male,South African,True,740445093,nandi.dlamini169@example.com,881614229,Diepsloot,108,Meadowlands,-26.060924,28.06249,Bachelor Degree,NQF,Engineering,6,Basic,True,Employed,0,False,Sales Assistant,Retail,Retail,Part-Time,False,False,Walk,False,False,Business,9,>R15000,False,False,,2026-07-01,2026-06-14,M Moloi,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
df15f6e8-cf0d-49f1-9b42-f3008188d3cc,True,2026-06-01,Ayanda,Mokoena,8882023540512,1993-03-17,Female,South African,True,649797046,ayanda.mokoena170@example.com,887224192,Vosloorus,84,Zola,-26.332457,27.913704,Bachelor Degree,NQF,Marketing,4,Advanced,True,Employed,0,False,Call Centre Agent,ICT,Finance,Contract,True,False,Train,False,True,Marketing,7,>R15000,True,False,Physical,2026-07-01,2026-06-14,A Khumalo,WhatsApp,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
eac018da-8706-4555-839b-24b5cd263da4,True,2026-06-01,Lungile,Mthembu,9194822485269,2003-06-05,Female,South African,True,842298570,lungile.mthembu171@example.com,694674309,Katlehong,85,Orlando,-26.391032,27.960354,Bachelor Degree,NQF,Marketing,5,Advanced,True,Employed,0,False,Call Centre Agent,Retail,Education,Part-Time,False,True,Taxi,False,True,Engineering,10,R3500-R7500,False,False,Hearing,2026-07-01,2026-06-14,A Khumalo,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
8b12980d-08f7-46e3-8c5e-fc52fe2c57ad,True,2026-06-01,Mpho,Mthembu,9397057532079,1982-11-11,Female,South African,True,637145254,mpho.mthembu172@example.com,884827716,Tembisa,82,Orlando,-26.042374,27.915582,Honours,NQF,Education,7,Basic,False,Unemployed,21,True,Data Capturer,Retail,Manufacturing,Permanent,False,True,Train,False,False,Engineering,1,R3500-R7500,False,True,Hearing,2026-07-01,2026-06-14,M Moloi,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
4868a74f-2591-4a27-8fa7-d702fec5e93b,True,2026-06-01,Mpho,Mogale,8322163721781,1984-06-02,Male,South African,True,640051424,mpho.mogale173@example.com,749694866,Soweto,53,Zola,-26.01957,27.933552,Bachelor Degree,NQF,IT,4,Basic,True,Employed,0,False,General Worker,Manufacturing,Finance,Part-Time,False,False,Own Car,False,True,Education,3,R3500-R7500,True,False,Hearing,2026-07-01,2026-06-14,M Moloi,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
